species,family,moved.to.max.data,n,body.size.avg,body.size.min,body.size.max,body.size.metric,carapace.length.to.total.body.length.conversion,max.of.cl.and.total.length,tmean.avg,habitat.category,citation,title,notes
Procambarus_jaculus,cambaridae,yes,,,,59.5,total.body.length,59.5,59.5,18.07466658,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_enoplosternum,cambaridae,yes,4,28.95,24.1,34.2,carapace.length,69.084,69.084,18.10833311,Semi-terrestrial/Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Procambarus_spiculifer,cambaridae,yes,,49.55,28.7,70.4,carapace.length,142.208,142.208,18.10966667,Semi-terrestrial/Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Procambarus_mancus,cambaridae,,,,,26.5,carapace.length,53.53,53.53,18.13466684,Semi-terrestrial/Aquatic,Hobbs and Walton 1957,Three New Crayfishes From Alabama And Mississippi (Decapoda: Astacidae),
Procambarus_clemmeri,cambaridae,,,,,40.5,carapace.length,81.81,81.81,18.27433316,Semi-terrestrial/Aquatic,Hobbs 1975,New crayfishes (Decapoda: Cambaridae) from the southern United States and Mexico,
Hobbseus_attenuatus,cambaridae,yes,19,16.09,12.82,20.89,carapace.length,41.1533,41.1533,18.27633333,Semi-terrestrial/Aquatic,"Pat Alison, Unpublished data",,
Procambarus_okaloosae,cambaridae,,,,,41.9,carapace.length,84.638,84.638,18.40933315,Semi-terrestrial/Aquatic,Schuster et al. 2022,The Crayfishes of Alabama,
Procambarus_barbatus,cambaridae,yes,7,23.62,18.9,30.7,carapace.length,62.014,62.014,18.42633327,Semi-terrestrial/Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Procambarus_epicyrtus,cambaridae,,,,,50.8,carapace.length,102.616,102.616,18.43499986,Semi-terrestrial/Aquatic,Hobbs 1981,The Crayfishes of Georgia,
Procambarus_lunzi,cambaridae,yes,1,26.6,,26.6,carapace.length,53.732,53.732,18.55633322,Semi-terrestrial/Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Procambarus_rathbunae,cambaridae,yes,,,,59.8,total.body.length,59.8,59.8,18.65733361,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_texanus,cambaridae,yes,,,,108.8,total.body.length,108.8,108.8,18.65966662,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_litosternum,cambaridae,yes,,,,69.3,total.body.length,69.3,69.3,18.74266656,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_suttkusi,cambaridae,yes,2,25.25,20,30.5,carapace.length,61.61,61.61,18.74366665,Semi-terrestrial/Aquatic,"Baker A.M., P.M. Stewart, T.P. Simon 2008",Life history study of Procambarus suttkusi in Southeastern Alabama,
Procambarus_hubbelli,cambaridae,yes,,,,52.1,total.body.length,52.1,52.1,18.76533326,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_zonangulus,cambaridae,yes,18,44.82,38.58,56.03,carapace.length,113.1806,113.1806,18.78066659,Semi-terrestrial/Aquatic,Noblitt et al 1995,"A Comparative Study of Selected Physical Aspects of the Eggs of the Crayfish Procambarus clarkii (Girard, 1852) and P. zonangulus Hobbs & Hobbs, 1990 (Decapoda, Cambaridae)",
Procambarus_bivittatus,cambaridae,,,,,55.4,carapace.length,111.908,111.908,19.08466681,Semi-terrestrial/Aquatic,Hobbs 1942,The Crayfishes of Florida,
Procambarus_nechesae,cambaridae,yes,,,,83.9,total.body.length,83.9,83.9,19.0893333,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_nigrocinctus,cambaridae,yes,,,,84.3,total.body.length,84.3,84.3,19.0893333,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_evermanni,cambaridae,,,,,33.01,carapace.length,66.6802,66.6802,19.11566687,Semi-terrestrial/Aquatic,Schuster et al. 2022,The Crayfishes of Alabama,
Procambarus_natchitochae,cambaridae,,,,,42.9,carapace.length,86.658,86.658,19.14766669,Semi-terrestrial/Aquatic,Penn 1953,"Two new crayfishes of the genus Procambarus from Texas, Louisana and Arkansas (Decapoda, Astacidae)",
Procambarus_kilbyi,cambaridae,yes,,,,52.3,total.body.length,52.3,52.3,19.25266639,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_latipleurum,cambaridae,,,,,27.5,carapace.length,55.55,55.55,19.30333344,Semi-terrestrial/Aquatic,Hobbs 1942,The Crayfishes of Florida,
Procambarus_leonensis,cambaridae,yes,3,35.66,29.5,46.1,carapace.length,93.122,93.122,19.31599998,Semi-terrestrial/Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Procambarus_youngi,cambaridae,,,,,14.8,carapace.length,29.896,29.896,19.35900013,Semi-terrestrial/Aquatic,Hobbs 1942,The Crayfishes of Florida,
Procambarus_pygmaeus,cambaridae,yes,2,21.65,21.1,22.2,carapace.length,44.844,44.844,19.48533336,Semi-terrestrial/Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Procambarus_cuetzalanae,cambaridae,,,,,39.6,carapace.length,79.992,79.992,19.54033335,Semi-terrestrial/Aquatic,Hobbs 1982,"A new crayfish (Decapoda, Cambaridae) from the state of Puebla, with new locality records for Procambarus (Villalobosus) xochitlanae and entocytherid ostracod symbionts",
Procambarus_ortmannii,cambaridae,yes,,,,48.3,total.body.length,48.3,48.3,19.54033335,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_paradoxus,cambaridae,yes,,,,56.5,total.body.length,56.5,56.5,19.54033335,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_xochitlanae,cambaridae,,,,,25.9,carapace.length,52.318,52.318,19.54033335,Semi-terrestrial/Aquatic,Hobbs 1975,New crayfishes (Decapoda: Cambaridae) from the southern United States and Mexico,
Procambarus_zihuateutlensis,cambaridae,yes,,,,57,total.body.length,57,57,19.54033335,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_seminolae,cambaridae,yes,5,22.8,20.9,25.4,carapace.length,51.308,51.308,19.59099992,Semi-terrestrial/Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Procambarus_econfinae,cambaridae,,,,,26.5,carapace.length,53.53,53.53,19.66400011,Semi-terrestrial/Aquatic,Hobbs 1942,The Crayfishes of Florida,
Procambarus_paeninsulanus,cambaridae,yes,6,29.72,23.5,36.4,carapace.length,73.528,73.528,19.73099979,Semi-terrestrial/Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Procambarus_incilis,cambaridae,,,,,19,carapace.length,38.38,38.38,19.92700013,Semi-terrestrial/Aquatic,Penn 1962,"A New Crawfish of the Hinei Section of the Genus Procambarus (Decapoda, Astacidae)",
Procambarus_pictus,cambaridae,yes,,,,76.3,total.body.length,76.3,76.3,20.66700029,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_geodytes,cambaridae,,,,,32,carapace.length,64.64,64.64,20.89866678,Semi-terrestrial/Aquatic,Hobbs 1942,The Crayfishes of Florida,
Procambarus_fallax,cambaridae,yes,,25,,25,carapace.length,50.5,50.5,21.06633329,Semi-terrestrial/Aquatic,"Vanarman, 2003",Biology and Ecologyof Epigean Crayfish That Inhabit Everglades Environments Procambarus alleni (Faxon) and Procambarus fallax (Hagen),
Procambarus_regiomontanus,cambaridae,,,,,46,carapace.length,92.92,92.92,21.29966656,Semi-terrestrial/Aquatic,Villalobos 1954,"Estudios de los cambarinos mexicanos, XI. Una nueva subspecie de Procambarus simulans del estado de Nuevo León. Anales del Instituto de Biología",
Procambarus_nueces,cambaridae,yes,,,,107,total.body.length,107,107,21.56166665,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_hoffmani,cambaridae,yes,,,,61,total.body.length,61,61,22.20966673,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_alleni,cambaridae,yes,,44.3,,44.3,carapace.length,89.486,89.486,22.41633336,Semi-terrestrial/Aquatic,"Vanarman, 2003",Biology and Ecologyof Epigean Crayfish That Inhabit Everglades Environments Procambarus alleni (Faxon) and Procambarus fallax (Hagen),
Procambarus_mexicanus,cambaridae,yes,,,,51.5,total.body.length,51.5,51.5,22.82966677,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_hidalgoensis,cambaridae,yes,,,,36.9,total.body.length,36.9,36.9,22.83933322,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_chacalli,cambaridae,,,,,26.9,carapace.length,54.338,54.338,22.90099986,Semi-terrestrial/Aquatic,Hobbs 1958,Two new crayfishes of the genus Procambarus from South Carolina,
Procambarus_tlapacoyanensis,cambaridae,yes,,,,61,total.body.length,61,61,22.90899992,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_hortonhobbsi,cambaridae,yes,,,,56,total.body.length,56,56,23.11799971,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_caballeroi,cambaridae,yes,,,,71.3,total.body.length,71.3,71.3,23.66933314,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_gonopodocristatus,cambaridae,,,,,32.9,carapace.length,66.458,66.458,23.85866674,Semi-terrestrial/Aquatic,Villalobos 1957,"ESTUDIOS DE LOS CAMBARINOS MEXICANOS. XIII DESCRIPCION DE UNA NUEVA ESPECIE DE CAMBARINO DEL ESTADO DE VERACRUZ (CRUSTACEA, DECAPODA)",
Procambarus_teziutlanensis,cambaridae,yes,,,,55,total.body.length,55,55,23.85866674,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_erichsoni,cambaridae,yes,,,,56.5,total.body.length,56.5,56.5,23.86733309,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_llamasi,cambaridae,yes,46,58.6,41,86,total.body.length,86,86,23.88166666,Semi-terrestrial/Aquatic,Rodriguez-Serna 2000,"Fecundity, egg development and growth of juvenile cray®sh Procambarus (Austrocambarus) llamasi (Villalobos 1955) under laboratory conditions",
Procambarus_toltecae,cambaridae,yes,,,,58,total.body.length,58,58,24.42966715,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_catemacoensis,cambaridae,yes,,,,64,total.body.length,64,64,24.65766652,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_veracruzanus,cambaridae,yes,,,,59,total.body.length,59,59,24.78866688,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_cubensis_cubensis,cambaridae,,,,,45,total.body.length,45,45,24.87533331,Semi-terrestrial/Aquatic,Shuranova et al. 2005,Habituation to a Novel Environment in the Crayfish Procambarus Cubensis,
Procambarus_xilitlae,cambaridae,yes,,,,55,total.body.length,55,55,25.07733329,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_olmecorum,cambaridae,yes,,,,47.6,total.body.length,47.6,47.6,25.08766667,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_strenthi,cambaridae,,,,,24.3,carapace.length,49.086,49.086,25.2986668,Semi-terrestrial/Aquatic,Hobbs 1977,"A new crayfish (Decapoda: Cambaridae) from San Luis Potosí, Mexico",
Procambarus_ruthveni,cambaridae,yes,,,,79,total.body.length,79,79,25.47233311,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_citlaltepetl,cambaridae,yes,,,,67.5,total.body.length,67.5,67.5,25.67699989,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_vazquezae,cambaridae,yes,,,,33,total.body.length,33,33,25.90500037,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_zapoapensis,cambaridae,yes,,,,70,total.body.length,70,70,25.95266676,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_pilosimanus,cambaridae,yes,,,,72.2,total.body.length,72.2,72.2,25.99566666,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_maya,cambaridae,yes,,,,43.2,total.body.length,43.2,43.2,26.26366711,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_rhynchotus,parastacidae,,,,,85,total.body.length,85,85,27.19833358,Semi-terrestrial/Aquatic,Riek 1951,The freshwater crayfish (family Parastacidae) of Queensland,
Cambarus_bartonii_cavatus,cambaridae,yes,,,,110.7,total.body.length,110.7,110.7,,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_albidus,parastacidae,,,,,69,carapace.length,129.72,129.72,,Semi-terrestrial/Aquatic,Height and Whisson 2006,Behavioural responses of Australian freshwater crayfish (Cherax cainii and Cherax albidus) to exotic fish odour,"not a max value, but its as good as im gonna get with this species"
Cherax_cartalacoolah,parastacidae,yes,,,,63.4,total.body.length,63.4,63.4,,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_glaber,parastacidae,yes,,,,92,total.body.length,92,92,,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_robustus,parastacidae,,,,,85,total.body.length,85,85,,Semi-terrestrial/Aquatic,Riek 1951,The freshwater crayfish (family Parastacidae) of Queensland,
Engaeus_rostrogaleatus,parastacidae,yes,,,,58.4,total.body.length,58.4,58.4,,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_bindal,parastacidae,,,,,36.83,post.orbital.carapace.length,83.41329398,83.41329398,,Semi-terrestrial/Aquatic,McCormack 2012,A guide to australias spiny freshwater crayfish,
Euastacus_eungella,parastacidae,yes,,,,105.7,total.body.length,105.7,105.7,,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_girurmulayn,parastacidae,yes,,,,77.6,total.body.length,77.6,77.6,,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_guruhgi,parastacidae,yes,,,,70.5,total.body.length,70.5,70.5,,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_jagabar,parastacidae,yes,,,,59,total.body.length,59,59,,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_jagara,parastacidae,yes,2,40.4,39.2,41.6,post.orbital.carapace.length,94.21648193,94.21648193,,Semi-terrestrial/Aquatic,"Robert B McCormack, 2012",A Guide to Australia's Spiny Freshwater Crayfish,
Euastacus_mirangudjin,parastacidae,yes,1,35.13,,35.13,post.orbital.carapace.length,79.5631012,79.5631012,,Semi-terrestrial/Aquatic,"Robert B McCormack, 2012",A Guide to Australia's Spiny Freshwater Crayfish,
Euastacus_monteithorum,parastacidae,,,,,44.6,post.orbital.carapace.length,101.0109398,101.0109398,,Semi-terrestrial/Aquatic,McCormack 2012,A guide to australias spiny freshwater crayfish,
Euastacus_neohirsutus,parastacidae,yes,,,,95,total.body.length,95,95,,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_polysetosus,parastacidae,yes,,,,116.5,total.body.length,116.5,116.5,,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_urospinosus,parastacidae,yes,,,32,32,post.orbital.carapace.length,72.47421687,72.47421687,,Semi-terrestrial/Aquatic,"Robert B McCormack, 2012",A Guide to Australia's Spiny Freshwater Crayfish,
Euastacus_valentulus,parastacidae,yes,,,,267,total.body.length,267,267,,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Geocharax_gracilis,parastacidae,yes,,,,85,total.body.length,85,85,,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_liberorum,cambaridae,yes,,,,76.7,total.body.length,76.7,76.7,,Semi-terrestrial/Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Procambarus_luxus,cambaridae,,,,,64,carapace.length,129.28,129.28,,Semi-terrestrial/Aquatic,Johnson 2011,"Procambarus (Ortmannicus) luxus (Decapoda: Cambaridae), a new crayfish from southern Texas",
Procambarus_pubischelae_deficiens,cambaridae,yes,3,22.4,20.9,23.5,carapace.length,47.47,47.47,,Semi-terrestrial/Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Procambarus_pubischelae_pubischelae,cambaridae,yes,6,24.6,22.1,26.9,carapace.length,54.338,54.338,,Semi-terrestrial/Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Procambarus_pycnogonopodus,cambaridae,,,,,32.6,carapace.length,65.852,65.852,,Semi-terrestrial/Aquatic,Hobbs 1942,"Two New Crayfishes from the Panhandle of Florida (Decapoda, Astacidae)",
Procambarus_virginalis,cambaridae,yes,132,42.8,,42.8,total.body.length,42.8,42.8,,Semi-terrestrial/Aquatic,Hossain et al. 2019,"Morphometry, size at maturity, and fecundity of marbled crayfish (Procambarus virginalis)",
Samastacus_spinifrons,parastacidae,yes,,,,62.6,carapace.length,117.688,117.688,,Semi-terrestrial/Aquatic,Rudolph et al. 2016,"MORPHOLOGICAL AND GENETIC ANALYSIS IN MORPHOLOGICALLY DIVERGENT RIVER AND LAKE SPECIMENS OF THE FRESHWATER CRAYFISH SAMASTACUS SPINIFRONS (PHILIPPI, 1882) (DECAPODA, PARASTACIDAE)",
Faxonius_limosus,cambaridae,yes,,,,108.2,total.body.length,108.2,108.2,-1.565666626,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Pacifastacus_gambelii,astacidae,yes,,,,50.9,carapace.length,102.309,102.309,0.362333308,Aquatic,"Egly & Larson, 2018","Distribution, habitat associations, and conservation status updates for the pilose crayfish Pacifastacus gambelii (Girard, 1852) and Snake River pilose crayfish Pacifastacus connectens (Faxon, 1914) of the western United States",
Cambaroides_schrenckii,cambaroididae,,,,,58.1,carapace.length,116.2,116.2,0.733666698,Aquatic,Kawai et al. 2013,Taxonomic Re-Examination of Cambaroides (Decapoda: Cambaridae) With a Re-Description of C. Schrenckii From Sakhalin Island Russia and Phylogenetic Discussion of The Asian Cambarids Based On Morphological Characteristics ,probably CL.AL data here
Pacifastacus_leniusculus,astacidae,yes,,,,207,total.body.length,207,207,0.770666768,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_immunis,cambaridae,yes,,,,102.9,total.body.length,102.9,102.9,1.18066671,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_propinquus,cambaridae,yes,,26.1,16.1,36.1,carapace.length,71.117,71.117,1.551333502,Aquatic,Van Deventer W.C. 1937,"Studies on the biology of the crayfish, Cambarus propinquus Girard",
Faxonius_virilis,cambaridae,yes,5,42.6,35.5,49.7,carapace.length,97.909,97.909,1.883333306,Aquatic,Page 1985,The crayfishes of Illinois,
Cambaroides_dauricus,cambaroididae,,,,,30.9,carapace.length,61.8,61.8,2.846333504,Aquatic,Kawai et al. 2010,Reassessment of cambaroides dauricus and C. schrenckii (Crustacea: Decapoda: Cambaridae),probably CL.AL data here
Cambaroides_japonicus,cambaroididae,yes,30,18.41,14.22,23.78,carapace.length,47.56,47.56,3.58633332,Aquatic,Nakata and Goshima 2004,"Fecundity of the Japanese crayfish, Cambaroides japonicus: ovary formation, egg number and egg size",
Austropotamobius_pallipes,astacidae,yes,,36,25,47,carapace.length,93.06,93.06,3.676000024,Aquatic,Pratten 1980,"Growth in the crayfish, Austropotamobius pallipes (Crustacea: Astacidae). Freshwater Bio",
Astacus_leptodactylus,astacidae,yes,,59.5,42,77,carapace.length,157.465,157.465,4.790666521,Aquatic,Stypinska 1978,Individual variabilities in absolute fertility of crayfish occurring in the waters of the Mazurian lake district,
Paranephrops_zealandicus,parastacidae,yes,,,,75.3,carapace.length,145.329,145.329,6.487666757,Aquatic,"Whitmore, 1997",Population Ecology of the Freshwater Crayfish Paranephrops zealandicus and its Effect on the Community Structure of a Lowland Bush Stream,
Pacifastacus_connectens,astacidae,yes,,,,40.8,carapace.length,82.008,82.008,7.666999986,Aquatic,"Egly & Larson, 2018","Distribution, habitat associations, and conservation status updates for the pilose crayfish Pacifastacus gambelii (Girard, 1852) and Snake River pilose crayfish Pacifastacus connectens (Faxon, 1914) of the western United States",
Pacifastacus_fortis,astacidae,yes,,,,101,total.body.length,101,101,8.45433339,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_obscurus,cambaridae,yes,,,,59.1,total.body.length,59.1,59.1,8.555333237,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Astacus_astacus,astacidae,yes,,52.5,40,65,carapace.length,132.925,132.925,8.590000036,Aquatic,"Kossakowski 1964, 1967",Co-occurrence of the crayfish Astacus astacus (L.) and Astacus leptodactylus (Esch.) in Lake£ oby–Roczn,
Astacopsis_tricornis,parastacidae,yes,,,,316.4,total.body.length,316.4,316.4,8.777999957,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambaroides_similis,cambaroididae,,,,,29.03,carapace.length,58.06,58.06,8.89533331,Aquatic,Yuen et al. 1992,The Growth Analysis of the Crawfish (Cambaroides similis Koelbel) (Crustacea) 2. Relative Growth,probably CL.AL data here
Austropotamobius_torrentium,astacidae,yes,25,33.25,22,44.5,carapace.length,88.11,88.11,9.3163333,Aquatic,Huber and Schubart 2005,Distribution and reproductive biology of Austropotamobius torrentium in Bavaria and documentation of a contact zone with the alien crayfish Pacifastacus leniusculus,
Faxonius_rusticus,cambaridae,yes,,,,106,total.body.length,106,106,9.738333325,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_quinebaugensis,cambaridae,,,,,42.1,carapace.length,82.937,82.937,9.815333476,Aquatic,Matthews and Warren 2008,"A new crayfish of the genus Orconectes Cope, 1872 from southern New England (Crustacea: Decapoda: Cambaridae)",
Cambarus_sciotensis,cambaridae,yes,,,,105,total.body.length,105,105,10.2973335,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_chasmodactylus,cambaridae,yes,21,44.6,,44.6,carapace.length,89.2,89.2,10.4866667,Aquatic,loughman unpublished data,loughman unpublished data,
Cambarus_elkensis,cambaridae,yes,,,,78.6,total.body.length,78.6,78.6,10.63733356,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Astacopsis_gouldi,parastacidae,yes,,,,800,total.body.length,800,800,10.70233337,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Paranephrops_planifrons,parastacidae,yes,,,,172.3,total.body.length,172.3,172.3,10.82666679,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Astacopsis_franklinii,parastacidae,yes,23,45.27,39,52,carapace.length,103.48,103.48,10.98533336,Aquatic,"Hamr, 1990","Comparative reproductive biology of the Tasmanian freshwater crayfishes Astacopsis gouldi Clark, Astacopsis franklinii Gray and Parastacoides tasmanicus Clark (Decapoda: Parastacidae",
Cambarus_tuckasegee,cambaridae,yes,,,,78,total.body.length,78,78,11.2253334,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_sanbornii,cambaridae,yes,,,,85,total.body.length,85,85,11.5916665,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_simplex,parastacidae,yes,,,,116.5,total.body.length,116.5,116.5,11.93266658,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_cristavarius,cambaridae,yes,,,,84,total.body.length,84,84,11.95133333,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_buntingi,cambaridae,yes,,,,100.7,total.body.length,100.7,100.7,12.1836665,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_kershawi,parastacidae,yes,,,,354.1,total.body.length,354.1,354.1,12.23100015,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_graysoni,cambaridae,yes,,,,126.8,total.body.length,126.8,126.8,12.23166659,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_veteranus,cambaridae,yes,,,,96.4,total.body.length,96.4,96.4,12.29133326,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_parrishi,cambaridae,yes,3,28.43,26.7,30.2,carapace.length,60.4,60.4,12.45900007,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Cambarus_obeyensis,cambaridae,,,,,31.5,carapace.length,63,63,12.5976668,Aquatic,Hobbs and Shoup 1947,"Two New Crayfishes (Decapoda, Astacidae) from the obey river drainage in tennessee",
Faxonius_hylas,cambaridae,yes,,,,66,total.body.length,66,66,12.62300014,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_chaugaensis,cambaridae,yes,,,,62.3,total.body.length,62.3,62.3,12.62433344,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_harrisonii,cambaridae,yes,,,,61,total.body.length,61,61,12.62666652,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_reburrus,cambaridae,yes,1,26,,26,carapace.length,52,52,12.70433331,Aquatic,"Cooper, 2002","NORTH CAROLINA CRAYFISHES (DECAPODA: CAMBARIDAE): NOTES ON DISTRIBUTION, TAXONOMY, LIFE HISTORY, AND HABITAT",
Cambarus_brimleyorum,cambaridae,yes,1,34.1,,34.1,carapace.length,68.2,68.2,12.71666672,Aquatic,"Cooper, 2006","A new crayfish of the genus Cambarus Erichson, 1846, subgenus  Puncticambarus Hobbs, 1969 (Decapoda: Cambaridae), from the Hiwassee River basin of North Carolina",
